,users,date,location,star,headers,body,fit,product,size,height and weight
159,Erik,09 Apr 2023,United States,5,Very Good,"I like these bibs a lot. Yes - the chamois is on the thinner side. For me, that’s a good thing. I don’t like thick pads that press against things you don’t want them to press against. I find this chamois does a great job disappearing once you’re on the bike. And yes - the chamois sort of sticks out a little in the back when you’re off the bike. But so do other $300+ bibs from other brands. I care about what it does on the bike; not when I’m standing around. 

Also yes - the bib straps are kind of thin. I do wish they were thicker. But again - I don’t personally notice it at all once I am riding. They didn’t bother me. 

I really like material overall. It’s thin in a good way and feels very light and comfortable and stretchy on the skin. 

I bought the slate color and like it a lot. It’s very solidly gray and has a little shine on the leg grippers. I really like the slight texture/patterned appearance of the bibs also. 

I am between 6’0 and 6’1 and about 170 lbs. I bought a Large and I will say these fit looser than size Large I have from some other brands. The straps are looser, which is probably a good thing for most people. They don’t pull down your shoulders. I probably could easily go with a medium. If you’re about my size and you like your bibs tighter, I would go medium.

Overall - these look great and I was impressed with how much they disappeared while riding.",N/A,Men's House Bib Short - Slate,Large,N/A
160,Matt P.,31 Mar 2023,United States,5,"Comfortable bibs, nicely designed, and made in the USA (for the win)!","Bibs were comfy from the get-go. I started with a medium but they were a bit large across the lower abdomen. Swapped to a small and they fit great. I’m 5’9”, 155lbs.",N/A,Men's House Bib Short - Slate,Medium,N/A
161,Matthew M.,27 Mar 2023,United States,5,Great bibs at a great price,"Great fit with really nice compression. Use a lot under my mountain bike shorts and they are just long enough I can go over the upper grippers of my knee guards. The combo of the two keep everything together quite nicely. Well made, perform well, what's not to like?",N/A,Men's House Bib Shorts - Mesa,Medium,N/A
162,Louis A.,24 Mar 2023,United States,4,Great quality as expected,"Fantastic quality as with all ORNOT products. The Chamois is very dense and thin. It works, and I knew that when I purchased. I just wish this colorway was available for the cargo bibs, as they have the thicker/endurance chamois, which is best in class.",N/A,Men's House Bib Shorts - Stone Blue,Medium,N/A
163,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
164,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
165,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
166,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
167,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
168,Antony B.,20 Mar 2023,United States,4,Some good some bad.,I love the compression in the legs and the pad is nice. The straps roll up too easily and are way more stretchy than I like. 3.5/5,N/A,Men's House Bib Short - Slate,Large,N/A
169,Stan Z.,14 Feb 2023,United States,5,Comfortable Shorts,"Good quality, comfortable shorts, true to size.",N/A,Men's House Bib Shorts - Mesa,Medium,N/A
170,Michael M.,04 Feb 2023,United States,5,Great bib shorts,"I love the house bib shorts! I find them comfortable, durable, stylish, and a great everyday bib to train in. Great in general and amazing value.",N/A,Men's House Bib Shorts - Mesa,Small,N/A
171,Peter N.,02 Feb 2023,United States,5,Love,"I love these bibs. Maybe the only bibs I love more than these are the Ornot cargo bibs which edge these out on functionality. These are comfortable, fit well, and are high quality.",N/A,Men's House Bib Shorts - Stone Blue,Extra Large,N/A
172,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
173,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
174,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
175,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
176,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
177,Brian W.,25 Jan 2023,United States,3,Not for me,"These fit more snug than I expected (usually Small) and the chamois was thinner than my liking. I’m not a racer who is accustomed to thin pads, the chamois on the cargo/thermal line is plush! I returned these.",N/A,House Bib Shorts - Mesa,Small,N/A
178,Robert B.,17 Jan 2023,United States,5,Excellent bibs,"Quality material, true fit, durable",N/A,House Bib Short - Slate,Medium,N/A
179,Daniel M.,17 Jan 2023,United States,5,High Quality,Great quality and felt great to ride in out of the box. Would recommend to anyone and will likely buy again.,N/A,House Bib Short - Slate,Medium,N/A
180,Robert B.,20 Dec 2022,United States,5,Quality,Good fit; durable; well made,N/A,House Bib Shorts - Black,Medium,N/A
181,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
182,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
183,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
184,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
185,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
186,Bryan H.,14 Nov 2022,United States,5,this is the 4th house bib shirtsI bought,I Love the color,N/A,House Bib Shorts - Mesa,Medium,N/A
187,Townsend M.,07 Nov 2022,United States,5,Best bibs ever,Definitely my favorite bibs ever - and the color is FUN!,N/A,House Bib Shorts - Mesa,Small,N/A
188,Brian M.,28 Oct 2022,United States,5,Dont ride without bibs! :),Great bibs. They fit great. ,N/A,House Bib Shorts - Black,Medium,N/A
189,Rafi R.,11 Oct 2022,United States,5,Great Bibs (House Bib Shorts M),"Great bibs. I’m 6’1” and 160lbs and chose a size small. They fit great if you’re looking to eliminate bunching of any extra material in the crotch. Medium probably also would have been fine, but I prefer a tighter bib. 

These are comfortable for all day rides. No complaints. These are my second pair, and I’ll probably own more in the future.",N/A,House Bib Shorts - Mesa,Small,N/A
190,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
191,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
192,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
193,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
194,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
195,Robert G.,10 Oct 2022,United States,5,Love these bibs!,"While I'm no connoisseur of high quality cycling clothing, I've worn enough bibs to say that these are absolutely awesome! Great materials and fit! These are my favorite bibs in my current rotation and Ornot has become my go-to brand for cycling clothing.",N/A,House Bib Shorts - Mesa,Large,N/A
196,Joseph C.,10 Oct 2022,United States,4,"Great chamois, just not quite as great at the Cargo Bibs","These bibs are super comfy but a bit lighter than I expected because I bough Cargo Bibs from Ornot first. I was expecting the same chamois, but I guess it makes sense that the Cargo chamois is extra robust, which I guess is just my style. Still, these are obviously well-made, love the compression and fit!",N/A,House Bib Short - Slate,Medium,N/A
197,Edmund B.,09 Oct 2022,United States,5,Slate Bibs Slap…,Another great pair of bibs from Ornot. Super comfortable chamois for long days in the saddle too!,N/A,House Bib Short - Slate,Small,N/A
198,Martin S.,07 Oct 2022,United States,5,Fantastic color!,"Got a new bike so needed new shorts to go with, of course. The House Bibs are awesome! One of the best I've ever worn!",N/A,House Bib Shorts - Mesa,Small,N/A
199,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
200,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
201,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
202,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
203,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
204,John,03 Oct 2022,United States,4,Great Bibs,"I'm 6'1 205 and the XL bibs fit me great. Comfortable bibs, chamois is middle weight. Straps are extra comfortable. Look smooth and fast. Have worn up to 80 miles with plenty of comfort.",N/A,House Bib Shorts - Stone Blue,,N/A
205,Jose,16 Sep 2022,United States,5,Gift,"Just sent a pair to my dad who just started cycling again 
I wear the cargo bibs and hes doesnt carry much and why not send him the best bibs out there 🙌
Cheers and enjoy this great company",N/A,House Bib Short - Slate,,N/A
206,Sean C.,15 Sep 2022,United States,5,"Very pleased, better than that UK brand....","I'm 146lbs and 5-9 riding a size small. They are on the tighter side of the spectrum but once you're in, you're in. Leg gripper and pad are IMO better than anything else I've ridden lately.",N/A,House Bib Shorts - Stone Blue,Small,N/A
207,Robb B.,01 Sep 2022,United States,5,Happy Customer,"This is my third pair of Ornot Bibs. Great fit, great quality, great for long days in the saddle.",N/A,House Bib Shorts - Black,Medium,N/A
208,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
209,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
210,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
211,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
212,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
213,Logan S.,01 Sep 2022,United States,5,Solid bibs,Found these to be really comfortable over my 4 hour ride. Quality is high and look great.,N/A,House Bib Short - Slate,Small,N/A
214,Alexander Z.,30 Aug 2022,United States,5,word of mouth,Bought these after a friend recommended them. Super comfy and worth it!!! Looking to get a 2nd pair soon,N/A,House Bib Shorts - Black,Medium,N/A
215,Daniel A.,18 Aug 2022,United States,5,Favorite bibs!,This is my fifth set of Ornot bib shirts that I've purchased. I ordered this pair for the Leadville 100 MTB race. They provided all the compression and comfort I needed for the entire race and will certainly order more when needed.,N/A,House Bib Short - Slate,Medium,N/A
216,Peter K.,15 Aug 2022,Finland,2,Nice quality but poor fit,Nice shorts but they don't work for my body unfortunately. Tight in some areas and too loose in others. Great color and great quality but just not for me,N/A,House Bib Short - Slate,,N/A
217,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
218,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
219,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
220,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
221,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
222,Nate,11 Aug 2022,United States,2,Disappointed,These bibs are only ok. They fit well and look good (the stone blue color is awesome) but the chamois is sub par. It's flimsy and thin. For the price I was expecting something much better. I would not want to use these on a ride longer than maybe an hour or two tops. Been super stoked on all my other Ornot gear but these bibs were a let down. Sticking with Le Col and Voler for my bibs going forward.,N/A,House Bib Shorts - Stone Blue,Medium,N/A
223,Nathan S.,02 Aug 2022,United States,3,Meh,"These bibs are only ok. The fit and material are nice but the chamois is subpar - thin and flimsy. I wouldn't recommend these for anything longer than maybe a couple hours. For the price, I was expecting something much more comfortable. Been super stoked with all my other Ornot gear but these bibs fall short.",N/A,House Bib Shorts - Stone Blue,Medium,N/A
224,Nicho L.,18 Jul 2022,United States,5,Fantastic Bibs,Definitely my favorite color and cut of bib shorts. Very comfortable and highly recommend!,N/A,House Bib Shorts - Stone Blue,Medium,N/A
225,Michael F.,18 Jul 2022,United States,5,Great Bib Shorts!,"These bib shorts fit great, have comfortable straps, and look cool to boot!",N/A,House Bib Shorts - Mesa,Large,N/A
226,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
227,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
228,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
229,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
230,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
231,Bob C.,12 Jul 2022,United States,5,New Bibb Shorts,My first purchase and not my last - The fit and comfort are terrific -,N/A,House Bib Shorts - Mesa,Large,N/A
232,Ethan,10 Jul 2022,United States,2,Really disappointed in this chamois,"Love the cut and fit of the shorts. Good compression and they look great. The chamois, unfortunately, is not on par. These bibs are terribly uncomfortable on anything longer than a quick club ride. Not enough density/padding there for longer days in the saddle. Expected a lot more from a pair of bibs at this price point. Super disappointing.",N/A,House Bib Short - Slate,Medium,N/A
233,Sam W.,05 Jul 2022,United States,4,Not Like The Cargo Bibs,"Great bibs. I would say they fit a bit snug. Pretty short on the legs too. Very different from cargo bibs, which I love. House bibs are definitely light and great for summer. Medium fits ok. I’m 6’ 165lbs",N/A,House Bib Short - Slate,Medium,N/A
234,Jason H.,05 Jul 2022,United States,5,Amazing,"The fabric, fit and comfort as well as the pad are perfect for my road riding in warm and hot weather. Overall the best bibs I‘be owned.",N/A,House Bib Short - Slate,Large,N/A
235,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
236,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
237,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
238,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
239,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
240,Rita W.,13 Jun 2022,United States,5,Worth the money,"Comfortable fit, cool color. Highly recommended!",N/A,House Bib Shorts - Mesa,Medium,N/A
241,Mark K.,09 Jun 2022,United States,5,These are the best bib shorts I've owned.,"Castelli, Velocio, etc. Ornot's bib shorts are the best value and most comfortable bib shorts I've owned. Great for both long road tours and quick MTB laps. Well done!",N/A,House Bib Shorts - Mesa,Medium,N/A
242,Ken P.,04 Jun 2022,United States,5,Great bibs,"Very comfortable bibs. I don’t have enough miles on them to be certain but the material seams durable. I really like that chamois is thinner & less bulky than other bibs I own. The fit is spot on, I’m 6’, 164lbs & wear a medium.",N/A,House Bib Short - Slate,Medium,N/A
243,Andrew G.,03 Jun 2022,United States,5,Black bike shorts,Very comfortable. Seem sturdy. Still look good after several washes. My girlfriend say they take ten years off my butt.,N/A,House Bib Shorts - Black,Medium,N/A
244,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
245,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
246,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
247,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
248,,,N/A,N/A,N/A,,N/A,N/A,N/A,N/A
249,colton F.,17 May 2022,United States,5,Amazing bib shorts from an amazing brand,"Bought one to support a California based brand. Now own three. Only bibs I'll wear moving forward! Great brand making great products. I also own multiple jerseys. Keep making great products.

Sizing specs. I am 6 feet 160 pounds. Size medium bibs. Size small jersey. Race fit.",N/A,House Bib Shorts - Stone Blue,Medium,N/A
250,Brad P.,17 May 2022,United States,5,Great Quality,"These bibs seems to be of great quality and comfortable. The only issue I had is that color for the stone blue was not entirely as expected from the photo, but that is really just a matter of personal preference.",N/A,House Bib Shorts - Stone Blue,Large,N/A
